name,platform,coop_players,has_pvp,year,genre,free2play,url
Smalland Omega Edition 4,PS5;Xbox,,Yes,2014,Battle Royale;Shooter,No,https://example.com/games/smalland-omega-edition-4
Risk of Rain 2 Limited Edition,PS5;Xbox,4,Yes,2011,Sports,No,https://example.com/games/risk-of-rain-2-limited-edition
Battleborn Omega Edition,PC;Switch,,Yes,2003,Survival;Horror,No,https://example.com/games/battleborn-omega-edition
Boom Beach Ultimate Edition,PC;PS4;Xbox;Switch,,Yes,2026,Tactical;Shooter,No,https://example.com/games/boom-beach-ultimate-edition
Risk of Rain Omega Edition 5,PC;PS5,,No,2007,Tactical;Shooter,No,https://example.com/games/risk-of-rain-omega-edition-5
Sable Ultimate Edition,Xbox,4,No,2008,Puzzle;Adventure,No,https://example.com/games/sable-ultimate-edition
Conan Exiles Complete Edition,PC;Switch,6,No,2026,Action;Adventure,Yes,https://example.com/games/conan-exiles-complete-edition
Grounded 2,PC;Xbox,,Yes,2000,Survival;Sandbox,No,https://example.com/games/grounded-2
Breathedge Omega Edition 4,PC;PS5;Xbox,,Yes,2024,Simulation,Yes,https://example.com/games/breathedge-omega-edition-4
Celeste,PC;Xbox,4,Yes,2007,Party;Action,No,https://example.com/games/celeste
One Punch Man First Edition,PC;Xbox,4,No,2013,Survival;Sandbox,No,https://example.com/games/one-punch-man-first-edition
No Man's Sky Limited Edition,PC;Switch,4,No,2006,Action;Platformer,No,https://example.com/games/no-man-s-sky-limited-edition
Blood Physical Edition,PS5;Xbox,,Yes,2024,Action;Platformer,No,https://example.com/games/blood-physical-edition
Monster Hunter,PC;PS5;Xbox;Switch,3,Yes,2000,Tactical;Shooter,No,https://example.com/games/monster-hunter
Dorfromantik Definitive Edition,PC;PS5;Xbox,,No,2004,Party;Action,Yes,https://example.com/games/dorfromantik-definitive-edition
Gundam Seed Battle Assault 10 Final Edition,PS5;Xbox,Many,No,2006,Shooter;Action,No,https://example.com/games/gundam-seed-battle-assault-10-final-edition
Kingdoms of Amalur Beta Edition,PS5;Xbox,,Yes,2021,Strategy;RTS,No,https://example.com/games/kingdoms-of-amalur-beta-edition
Codename Panzers 4,PC;PS4;Xbox;Switch,4,No,2025,Action;Adventure,No,https://example.com/games/codename-panzers-4
Observer Deluxe Edition,PC;Switch,4,No,2008,Action;Platformer,No,https://example.com/games/observer-deluxe-edition
End of Nations Beta Edition,PC;Switch,8,No,2026,Shooter;Action,No,https://example.com/games/end-of-nations-beta-edition
Black Clover 2,Xbox,4,No,2017,Grand Strategy;Strategy,No,https://example.com/games/black-clover-2
Cuphead Ultimate Edition,PC;PS5;Xbox,Many,Yes,2011,Simulation,No,https://example.com/games/cuphead-ultimate-edition
Empires Mod 3,PC;PS4;Xbox;Switch,3,No,2007,Simulation;Sandbox,Yes,https://example.com/games/empires-mod-3
Deliver Us Mars 2,PC,Many,No,2025,Shooter;Action,No,https://example.com/games/deliver-us-mars-2
Gang Beasts Omega Edition 5,PC;PS4;Xbox;Switch,4,No,2023,Survival;Horror,No,https://example.com/games/gang-beasts-omega-edition-5
Vanillaware Premium Edition,PC,6,No,2002,Puzzle;Adventure,No,https://example.com/games/vanillaware-premium-edition
Enemy Territory Alpha Edition,PC,4,Yes,2017,Racing,No,https://example.com/games/enemy-territory-alpha-edition
Divinity Omega Edition 4,Xbox,,No,2022,Racing,No,https://example.com/games/divinity-omega-edition-4
Gundam Seed Battle Assault 7 5,PC;Switch,8,Yes,2003,Survival;Sandbox,No,https://example.com/games/gundam-seed-battle-assault-7-5
Brothers in Arms 3,PC;Switch,6,No,2002,Simulation,Yes,https://example.com/games/brothers-in-arms-3
Left 4 Dead Omega Edition 5,PC;PS5;Xbox;Switch,,No,2025,Casual;Party,No,https://example.com/games/left-4-dead-omega-edition-5
Palworld Omega Edition 4,PC,6,No,2017,Strategy;Turn-Based,No,https://example.com/games/palworld-omega-edition-4
Endless Space Remake,PC;PS4;Xbox;Switch,4,Yes,2018,Casual;Party,Yes,https://example.com/games/endless-space-remake
Conan Exiles Omega Edition,PC;PS4;Xbox,4,No,2000,Casual;Party,No,https://example.com/games/conan-exiles-omega-edition
Rime Beta Edition,PC;PS5;Xbox;Switch,,Yes,2013,Action;Adventure,No,https://example.com/games/rime-beta-edition
Warhammer Fantasy Omega Edition 2,PC;PS5,4,Yes,2024,Shooter;Action,No,https://example.com/games/warhammer-fantasy-omega-edition-2
Albion Online Special Edition,PC,3,No,2001,Simulation,Yes,https://example.com/games/albion-online-special-edition
Blitzkrieg Beta Edition,PC,,Yes,2013,Shooter;Action,No,https://example.com/games/blitzkrieg-beta-edition
The Walking Dead Definitive Edition,PC;PS5,,No,2013,RPG;Action,Yes,https://example.com/games/the-walking-dead-definitive-edition
Little Nightmares Anniversary Edition,PS5;Xbox,4,Yes,2012,Party;Action,No,https://example.com/games/little-nightmares-anniversary-edition
Azur Lane Final Edition,Xbox,2,No,2003,Sandbox,No,https://example.com/games/azur-lane-final-edition
Xenosaga Collector's Edition,PS5;Xbox,6,No,2023,Action;Platformer,No,https://example.com/games/xenosaga-collector-s-edition
Layers of Fear Premium Edition,PS5;Xbox,6,Yes,2001,Casual;Party,No,https://example.com/games/layers-of-fear-premium-edition
Gundam Battle Chronicle Deluxe Edition,PC;PS5;Xbox,4,No,2002,4X;Strategy,No,https://example.com/games/gundam-battle-chronicle-deluxe-edition
Cloudpunk Last Edition,PC;PS5,2,No,2003,Party;Action,No,https://example.com/games/cloudpunk-last-edition
Star Wars The Old Republic Collector's Edition,PC;PS5,,No,2002,Simulation;Sandbox,No,https://example.com/games/star-wars-the-old-republic-collector-s-edition
Another Century's Episode Special Edition,PC;PS4;Xbox,,No,2018,4X;Strategy,No,https://example.com/games/another-century-s-episode-special-edition
Gundam Battle Chronicle Standard Edition,PC;PS5;Xbox,4,Yes,2020,Battle Royale;Shooter,Yes,https://example.com/games/gundam-battle-chronicle-standard-edition
Kena Omega Edition 5,PC;PS4;Xbox,3,Yes,2001,Party;Action,No,https://example.com/games/kena-omega-edition-5
The Division Alpha Edition,PS5;Xbox,,Yes,2004,Sandbox,Yes,https://example.com/games/the-division-alpha-edition
Metroid Limited Edition,PC;PS4;Xbox;Switch,2,No,2012,MOBA;Strategy,No,https://example.com/games/metroid-limited-edition
Ultimate Chicken Horse Legendary Edition,PC;PS4;Xbox;Switch,4,No,2021,MOBA;Strategy,No,https://example.com/games/ultimate-chicken-horse-legendary-edition
Surviving the Aftermath Physical Edition,PC;PS4;Xbox;Switch,4,No,2000,Action;Platformer,Yes,https://example.com/games/surviving-the-aftermath-physical-edition
Tools Up Enhanced Edition,PC;Switch,8,Yes,2009,Simulation,No,https://example.com/games/tools-up-enhanced-edition
Tower of Fantasy Physical Edition,PC;Switch,Many,No,2013,Strategy;RTS,No,https://example.com/games/tower-of-fantasy-physical-edition
Homeworld Deserts of Kharak Standard Edition,PC;Xbox,4,No,2021,RPG;Action,No,https://example.com/games/homeworld-deserts-of-kharak-standard-edition
Pillars of Eternity Enhanced Edition,PS5;Xbox,4,No,2017,Simulation;Sandbox,No,https://example.com/games/pillars-of-eternity-enhanced-edition
Front Mission Standard Edition,Xbox,,No,2017,Strategy;RTS,No,https://example.com/games/front-mission-standard-edition
StarCraft Definitive Edition,Xbox,6,No,2010,Survival;Horror,No,https://example.com/games/starcraft-definitive-edition
Dead by Daylight Ultimate Edition,PC;PS5;Xbox;Switch,,No,2026,Grand Strategy;Strategy,No,https://example.com/games/dead-by-daylight-ultimate-edition
Saints Row 4,PC;PS4;Xbox,,Yes,2004,MOBA;Strategy,No,https://example.com/games/saints-row-4
Wolfenstein Omega Edition 5,PC;PS5,4,Yes,2014,Strategy;Turn-Based,No,https://example.com/games/wolfenstein-omega-edition-5
Front Mission Beta Edition,PC;PS5;Xbox;Switch,,Yes,2026,Sandbox,No,https://example.com/games/front-mission-beta-edition
Ori Collector's Edition,PC,,Yes,2023,Racing,No,https://example.com/games/ori-collector-s-edition
Northgard Remake,PC;PS4;Xbox,,No,2017,MOBA;Strategy,No,https://example.com/games/northgard-remake
Rise of Nations Complete Edition,PC;PS4;Xbox;Switch,2,Yes,2004,Strategy;RTS,No,https://example.com/games/rise-of-nations-complete-edition
Nioh Complete Edition,PC;PS4;Xbox;Switch,3,No,2000,RPG;Action,No,https://example.com/games/nioh-complete-edition
Sly Cooper,PC;PS4;Xbox;Switch,8,Yes,2003,Battle Royale;Shooter,No,https://example.com/games/sly-cooper
Limbo,Xbox,2,Yes,2025,Survival;Sandbox,Yes,https://example.com/games/limbo
Konosuba Deluxe Edition,Xbox,,No,2023,Racing,No,https://example.com/games/konosuba-deluxe-edition
StarCraft Enhanced Edition,PC,,Yes,2005,Shooter;Action,No,https://example.com/games/starcraft-enhanced-edition
Shadowverse 3,PC;PS4;Xbox;Switch,8,Yes,2017,Strategy;RTS,No,https://example.com/games/shadowverse-3
Overlord Premium Edition,PC;Switch,,No,2009,Strategy;Turn-Based,No,https://example.com/games/overlord-premium-edition
Etrian Odyssey First Edition,PC,Many,Yes,2021,MOBA;Strategy,Yes,https://example.com/games/etrian-odyssey-first-edition
Battle Brothers,PC;PS5;Xbox,6,No,2016,Action;Adventure,No,https://example.com/games/battle-brothers
Pioneer Omega Edition 5,PC;Xbox,4,No,2007,Strategy;RTS,No,https://example.com/games/pioneer-omega-edition-5
Forza Horizon Physical Edition,Xbox,2,No,2001,Grand Strategy;Strategy,No,https://example.com/games/forza-horizon-physical-edition
World of Demons Premium Edition,PC;Switch,,Yes,2017,Survival;Sandbox,No,https://example.com/games/world-of-demons-premium-edition
Prison Architect Final Edition,PC,4,No,2019,Shooter;RPG,No,https://example.com/games/prison-architect-final-edition
Layers of Fear 2,PC,Many,No,2000,Action;Adventure,No,https://example.com/games/layers-of-fear-2
Blue Protocol Omega Edition 5,PC;PS5;Xbox;Switch,6,No,2021,Grand Strategy;Strategy,No,https://example.com/games/blue-protocol-omega-edition-5
Azur Lane Omega Edition,PC;PS4;Xbox;Switch,4,No,2026,4X;Strategy,Yes,https://example.com/games/azur-lane-omega-edition
Hold Your Own 4,PC;PS4;Xbox;Switch,,Yes,2001,Party;Action,No,https://example.com/games/hold-your-own-4
Eternal Card Game Beta Edition,PC;PS4;Xbox,,No,2001,RPG;Action,No,https://example.com/games/eternal-card-game-beta-edition
SD Gundam Standard Edition,PS5;Xbox,8,No,2006,MOBA;Strategy,No,https://example.com/games/sd-gundam-standard-edition
Halo Definitive Edition,PC;PS5;Xbox;Switch,Many,No,2010,Action;Platformer,No,https://example.com/games/halo-definitive-edition
Spelunky Definitive Edition,PC;Xbox,,No,2022,Tactical;Shooter,No,https://example.com/games/spelunky-definitive-edition
Before We Leave Enhanced Edition,Xbox,4,No,2009,Survival;Horror,No,https://example.com/games/before-we-leave-enhanced-edition
Next Car Game Remake,PC;PS5,3,No,2013,RPG;Action,No,https://example.com/games/next-car-game-remake
Albion Online Last Edition,PC;PS5;Xbox;Switch,,No,2023,MOBA;Strategy,No,https://example.com/games/albion-online-last-edition
Panel de Pon Limited Edition,PC;Xbox,4,No,2020,Grand Strategy;Strategy,No,https://example.com/games/panel-de-pon-limited-edition
Observer Physical Edition,PC;Xbox,3,No,2004,RPG;Action,No,https://example.com/games/observer-physical-edition
Tunic Premium Edition,PC;Xbox,2,No,2018,Sandbox,No,https://example.com/games/tunic-premium-edition
Zill O'll Limited Edition,PC;Switch,,No,2004,Sports,No,https://example.com/games/zill-o-ll-limited-edition
The Forest Omega Edition,PC;PS4;Xbox,4,Yes,2004,Survival;Horror,No,https://example.com/games/the-forest-omega-edition
Torchlight Omega Edition 4,PC,,No,2013,Shooter;Action,No,https://example.com/games/torchlight-omega-edition-4
Zone of the Enders 3,PC;PS4;Xbox;Switch,8,No,2003,Shooter;RPG,No,https://example.com/games/zone-of-the-enders-3
Tales of Zestiria Remastered,PS5;Xbox,8,No,2008,Shooter;RPG,No,https://example.com/games/tales-of-zestiria-remastered
The Forest Enhanced Edition,PC;Switch,4,No,2001,Survival;Sandbox,No,https://example.com/games/the-forest-enhanced-edition
Griftlands Remastered,PS5;Xbox,,Yes,2026,Racing,No,https://example.com/games/griftlands-remastered
Gran Turismo Complete Edition,PC;PS5;Xbox;Switch,,No,2009,Survival;Horror,No,https://example.com/games/gran-turismo-complete-edition
Civilization 4,PC;PS4;Xbox,,No,2008,Simulation;Sandbox,No,https://example.com/games/civilization-4
Pokemon Unite First Edition,PS5;Xbox,8,Yes,2016,Simulation;Sandbox,No,https://example.com/games/pokemon-unite-first-edition
Apex Legends Ultimate Edition,PC;PS5;Xbox;Switch,4,No,2015,Puzzle;Adventure,No,https://example.com/games/apex-legends-ultimate-edition
Two Point Omega Edition,PC;PS5;Xbox,,Yes,2016,Simulation,No,https://example.com/games/two-point-omega-edition
Star Wars The Old Republic Remake,PC;Switch,6,No,2015,MOBA;Strategy,No,https://example.com/games/star-wars-the-old-republic-remake
Clash Royale Ultimate Edition,PC;Switch,,Yes,2024,Tactical;Shooter,No,https://example.com/games/clash-royale-ultimate-edition
Tales of Zestiria Remake,PC;Xbox,4,No,2017,RPG;Action,No,https://example.com/games/tales-of-zestiria-remake
Binary Domain Enhanced Edition,PC;PS5,3,No,2003,Strategy;Turn-Based,No,https://example.com/games/binary-domain-enhanced-edition
Gundam Seed Destiny 2,PC;PS4;Xbox,4,Yes,2019,Casual;Party,No,https://example.com/games/gundam-seed-destiny-2
Daemon X Machina Omega Edition 5,Xbox,,No,2007,Simulation,No,https://example.com/games/daemon-x-machina-omega-edition-5
Wolfenstein 5,PC;PS5,,Yes,2009,Simulation;Sandbox,No,https://example.com/games/wolfenstein-5
Insurgency Co-op Game of the Year Edition,PC;Switch,8,No,2006,Survival;Horror,No,https://example.com/games/insurgency-co-op-game-of-the-year-edition
Blitzkrieg Remastered,PC;Xbox,,No,2017,Grand Strategy;Strategy,No,https://example.com/games/blitzkrieg-remastered
Gris Anniversary Edition,PC;PS5;Xbox,8,Yes,2006,Shooter;RPG,Yes,https://example.com/games/gris-anniversary-edition
Two Point Ultimate Edition,PC,4,Yes,2007,Strategy;RTS,No,https://example.com/games/two-point-ultimate-edition
Sven Co-op Special Edition,Xbox,2,No,2007,Puzzle;Adventure,No,https://example.com/games/sven-co-op-special-edition
Battleborn Omega Edition 3,PC;Switch,,Yes,2018,MOBA;Strategy,No,https://example.com/games/battleborn-omega-edition-3
Etrian Odyssey Physical Edition,Xbox,8,No,2016,Party;Action,Yes,https://example.com/games/etrian-odyssey-physical-edition
Disco Elysium 3,PC,,No,2003,Grand Strategy;Strategy,No,https://example.com/games/disco-elysium-3
Sins of a Solar Empire Physical Edition,PC;Xbox,,Yes,2004,Strategy;Turn-Based,Yes,https://example.com/games/sins-of-a-solar-empire-physical-edition
Heretic Legendary Edition,Xbox,4,No,2022,Sandbox,No,https://example.com/games/heretic-legendary-edition
Unravel Legendary Edition,Xbox,Many,No,2017,Action;Platformer,No,https://example.com/games/unravel-legendary-edition
Codename Panzers Remastered,PS5;Xbox,,No,2015,Sports,No,https://example.com/games/codename-panzers-remastered
Stranded Deep Complete Edition,PC;PS5;Xbox,4,No,2019,Party;Action,Yes,https://example.com/games/stranded-deep-complete-edition
Forza Horizon Deluxe Edition,Xbox,Many,No,2009,Survival;Sandbox,No,https://example.com/games/forza-horizon-deluxe-edition
Gundam Seed Battle Assault 2 Omega Edition,PS5;Xbox,,No,2017,RPG;Action,No,https://example.com/games/gundam-seed-battle-assault-2-omega-edition
Prison Architect,PC;PS5,4,Yes,2025,Shooter;RPG,Yes,https://example.com/games/prison-architect
Rise of Kingdoms Deluxe Edition,PC;PS5;Xbox;Switch,6,Yes,2011,Strategy;RTS,No,https://example.com/games/rise-of-kingdoms-deluxe-edition
SaGa Digital Edition,PC;PS5;Xbox;Switch,4,No,2007,Simulation,No,https://example.com/games/saga-digital-edition
Mudrunner Definitive Edition,Xbox,2,Yes,2026,Shooter;Action,Yes,https://example.com/games/mudrunner-definitive-edition
Xenonauts Ultimate Edition,PC;PS5;Xbox;Switch,8,No,2017,Strategy;Turn-Based,No,https://example.com/games/xenonauts-ultimate-edition
Dirty Bomb Beta Edition,PC;PS5,4,Yes,2026,Party;Action,No,https://example.com/games/dirty-bomb-beta-edition
Abzu Omega Edition 2,PC;PS5;Xbox,4,Yes,2019,Action;Adventure,No,https://example.com/games/abzu-omega-edition-2
FIFA,PC;PS5,,Yes,2020,Strategy;Turn-Based,No,https://example.com/games/fifa
Her Story Game of the Year Edition,PS5;Xbox,Many,No,2018,Simulation;Sandbox,No,https://example.com/games/her-story-game-of-the-year-edition
Chrono Cross 2,PC;PS4;Xbox,Many,No,2013,Sandbox,No,https://example.com/games/chrono-cross-2
Operation Tango Digital Edition,PC;Xbox,Many,No,2009,Shooter;RPG,No,https://example.com/games/operation-tango-digital-edition
Brawl Stars 2,PC;PS5;Xbox;Switch,,Yes,2010,MOBA;Strategy,No,https://example.com/games/brawl-stars-2
Layers of Fear Deluxe Edition,PC;Xbox,8,Yes,2020,Survival;Horror,No,https://example.com/games/layers-of-fear-deluxe-edition
Pioneer Anniversary Edition,PC;PS5,2,No,2000,Racing,No,https://example.com/games/pioneer-anniversary-edition
Batman Telltale Alpha Edition,PC;Switch,,Yes,2025,Grand Strategy;Strategy,No,https://example.com/games/batman-telltale-alpha-edition
New World Beta Edition,PC;PS4;Xbox;Switch,6,No,2013,Shooter;RPG,Yes,https://example.com/games/new-world-beta-edition
Sunset Overdrive Special Edition,PC;PS4;Xbox,4,No,2014,Casual;Party,No,https://example.com/games/sunset-overdrive-special-edition
Baja 3,PC;PS5;Xbox,4,No,2001,Action;Platformer,No,https://example.com/games/baja-3
Tetris Enhanced Edition,PC,4,Yes,2017,Casual;Party,No,https://example.com/games/tetris-enhanced-edition
Spintires 2,Xbox,,No,2008,Simulation;Sandbox,No,https://example.com/games/spintires-2
Serious Sam Game of the Year Edition,PC;PS5;Xbox,2,No,2018,Action;Adventure,No,https://example.com/games/serious-sam-game-of-the-year-edition
Fez Beta Edition,PC;PS5;Xbox;Switch,3,No,2004,Action;Adventure,No,https://example.com/games/fez-beta-edition
Until Dawn 4,PC;PS4;Xbox;Switch,,Yes,2004,Shooter;RPG,No,https://example.com/games/until-dawn-4
Snowrunner Premium Edition,Xbox,8,Yes,2005,Racing,No,https://example.com/games/snowrunner-premium-edition
Warhammer Omega Edition 5,PC;PS5;Xbox,,Yes,2008,Shooter;Action,No,https://example.com/games/warhammer-omega-edition-5
